#    Energy_c1    MgKa_sum_cps_c2    AlKa_sum_cps_c3    I0_KEITHLEY1_c4    KEITHLEY1_GAIN_c5    I1_KEITHLEY2_c6    KEITHLEY2_GAIN_c7    KEITHLEY3_c8    KEITHLEY3_GAIN_c9    KEITHLEY4_TEY_c10    KEITHLEY4_GAIN_c11    D1_MgKa_corr_c12    D1_AlKa_corr_c13    D2_MgKa_corr_c14    D2_AlKa_corr_c15    D3_MgKa_corr_c16    D3_AlKa_corr_c17    D4_MgKa_corr_c18    D4_AlKa_corr_c19    D1_MgKa_c20    D1_MgKa_dxp_c21    D1_AlKa_c22    D1_AlKa_dxp_c23    D1_ICR_c24    D1_OCR_c25    D1_TrueICR_c26    D2_MgKa_c27    D2_MgKa_dxp_c28    D2_AlKa_c29    D2_AlKa_dxp_c30    D2_ICR_c31    D2_OCR_c32    D2_TrueICR_c33    D3_MgKa_c34    D3_MgKa_dxp_c35    D3_AlKa_c36    D3_AlKa_dxp_c37    D3_ICR_c38    D3_OCR_c39    D3_TrueICR_c40    D4_MgKa_c41    D4_MgKa_dxp_c42    D4_AlKa_c43    D4_AlKa_dxp_c44    D4_ICR_c45    D4_OCR_c46    D4_TrueICR_c47    DD1_ERTM_c48    DD2_ERTM_c49    DD3_ERTM_c50    DD4_ERTM_c51    DD1_ELTM_c52    DD2_ELTM_c53    DD3_ELTM_c54    DD4_ELTM_c55
    1.684679388E+03    1.881115991E+05    1.959834250E+05    2.569291981E-01    7.000000000E+00   -2.119736782E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.922207169E+04    5.159218726E+04    5.119371948E+04    5.320168069E+04    4.104006351E+04    4.247566081E+04    4.665574445E+04    4.871389621E+04    2.990770000E+05    1.930000000E+02    3.134780000E+05    1.940000000E+02    5.479173646E+04    5.254847100E+04    5.515007618E+04    2.975310000E+05    1.730000000E+02    3.092010000E+05    1.720000000E+02    5.504242914E+04    5.049496327E+04    5.540407173E+04    2.477960000E+05    1.520000000E+02    2.564640000E+05    3.700000000E+01    4.496811948E+04    4.280579605E+04    4.520905929E+04    2.818180000E+05    2.030000000E+02    2.942500000E+05    4.900000000E+01    5.149767585E+04    4.907969734E+04    5.181403698E+04    6.376893440E+00    6.376893440E+00    6.376893440E+00    6.376893440E+00    6.115965440E+00    5.849930560E+00    6.070421440E+00    6.077713920E+00
    1.686872675E+03    1.874216295E+05    1.953210888E+05    2.559159760E-01    7.000000000E+00   -2.113214128E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.915983906E+04    5.154824277E+04    5.098400571E+04    5.309141657E+04    4.066616775E+04    4.208009476E+04    4.661161702E+04    4.860133466E+04    3.008370000E+05    1.830000000E+02    3.154530000E+05    1.900000000E+02    5.467243390E+04    5.245171779E+04    5.502920719E+04    2.985140000E+05    1.270000000E+02    3.108530000E+05    2.160000000E+02    5.497842119E+04    5.046722658E+04    5.533921902E+04    2.469720000E+05    1.420000000E+02    2.555590000E+05    4.000000000E+01    4.456006962E+04    4.237459573E+04    4.479663929E+04    2.836450000E+05    2.060000000E+02    2.957530000E+05    3.300000000E+01    5.138660832E+04    4.900389600E+04    5.170160002E+04    6.420285440E+00    6.420285440E+00    6.420285440E+00    6.420285440E+00    6.159563520E+00    5.893556480E+00    6.105544640E+00    6.122501760E+00
    1.689083116E+03    1.861537891E+05    1.942200421E+05    2.540916933E-01    7.000000000E+00   -2.102407694E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.868443810E+04    5.124542480E+04    5.075612287E+04    5.294460499E+04    4.042412433E+04    4.179607951E+04    4.628910379E+04    4.823393282E+04    3.069930000E+05    1.770000000E+02    3.231420000E+05    2.220000000E+02    5.444566445E+04    5.229468445E+04    5.479946982E+04    3.058380000E+05    1.980000000E+02    3.190250000E+05    2.290000000E+02    5.487439625E+04    5.036752270E+04    5.523382333E+04    2.531010000E+05    1.550000000E+02    2.616910000E+05    2.700000000E+01    4.426155200E+04    4.216060589E+04    4.449495013E+04    2.897310000E+05    2.290000000E+02    3.019040000E+05    3.600000000E+01    5.098513856E+04    4.858875136E+04    5.129520524E+04    6.607803520E+00    6.607809600E+00    6.607803520E+00    6.607805120E+00    6.346958400E+00    6.065188480E+00    6.294085440E+00    6.297420800E+00
    1.691316927E+03    1.887714710E+05    1.970739935E+05    2.561920527E-01    7.000000000E+00   -2.129514898E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.950449567E+04    5.225903453E+04    5.132962786E+04    5.353117400E+04    4.104879617E+04    4.248117816E+04    4.688855128E+04    4.880260679E+04    3.174030000E+05    1.820000000E+02    3.350640000E+05    2.450000000E+02    5.567755783E+04    5.342081220E+04    5.604763673E+04    3.148260000E+05    1.580000000E+02    3.283290000E+05    2.210000000E+02    5.550789169E+04    5.094623297E+04    5.587570732E+04    2.614730000E+05    1.600000000E+02    2.705970000E+05    4.000000000E+01    4.500134493E+04    4.284115801E+04    4.524264235E+04    2.986670000E+05    2.260000000E+02    3.108590000E+05    5.300000000E+01    5.167214012E+04    4.923031793E+04    5.199065840E+04    6.726872640E+00    6.726876160E+00    6.726872320E+00    6.726871040E+00    6.454234880E+00    6.173907840E+00    6.403796800E+00    6.408979840E+00
    1.693563240E+03    1.885987653E+05    1.967974726E+05    2.549438904E-01    7.000000000E+00   -2.129799562E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.951947946E+04    5.200226074E+04    5.122922958E+04    5.350187800E+04    4.101974488E+04    4.242714396E+04    4.683031139E+04    4.886618986E+04    3.218950000E+05    1.990000000E+02    3.380340000E+05    2.340000000E+02    5.534714029E+04    5.310295302E+04    5.571281805E+04    3.188290000E+05    1.880000000E+02    3.329730000E+05    2.400000000E+02    5.545672057E+04    5.094309717E+04    5.582385498E+04    2.649060000E+05    1.780000000E+02    2.739950000E+05    4.500000000E+01    4.495239485E+04    4.279537593E+04    4.519316550E+04    3.026210000E+05    2.360000000E+02    3.157770000E+05    4.200000000E+01    5.167022162E+04    4.926138726E+04    5.198871613E+04    6.819846720E+00    6.819844480E+00    6.819848960E+00    6.819844480E+00    6.543445120E+00    6.264667200E+00    6.492595520E+00    6.501973440E+00
    1.695840107E+03    1.890958002E+05    1.972207885E+05    2.537929242E-01    7.000000000E+00   -2.130845895E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.952115894E+04    5.196628027E+04    5.148304059E+04    5.370567529E+04    4.110898922E+04    4.253270275E+04    4.698261145E+04    4.901613021E+04    3.289500000E+05    2.200000000E+02    3.451920000E+05    2.480000000E+02    5.521404775E+04    5.295312463E+04    5.557796024E+04    3.272710000E+05    1.840000000E+02    3.414000000E+05    2.740000000E+02    5.570774423E+04    5.113137868E+04    5.607822653E+04    2.712180000E+05    1.470000000E+02    2.806110000E+05    3.400000000E+01    4.503359733E+04    4.284423468E+04    4.527524215E+04    3.102880000E+05    2.110000000E+02    3.237180000E+05    4.200000000E+01    5.181755488E+04    4.938909476E+04    5.213787679E+04    6.971883200E+00    6.971883200E+00    6.971883200E+00    6.971883200E+00    6.686613760E+00    6.399288320E+00    6.633051200E+00    6.645241600E+00
    1.698121455E+03    1.892778713E+05    1.972674002E+05    2.524426218E-01    7.000000000E+00   -2.129559777E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.951091219E+04    5.181246223E+04    5.151741782E+04    5.382139531E+04    4.125043339E+04    4.268907433E+04    4.699910786E+04    4.894446831E+04    3.311340000E+05    2.170000000E+02    3.465270000E+05    2.450000000E+02    5.506588564E+04    5.282488168E+04    5.542783805E+04    3.297460000E+05    1.750000000E+02    3.444930000E+05    2.960000000E+02    5.580391109E+04    5.123678259E+04    5.617568003E+04    2.737430000E+05    1.720000000E+02    2.832900000E+05    3.300000000E+01    4.520010130E+04    4.297289383E+04    4.544354356E+04    3.123110000E+05    2.140000000E+02    3.252380000E+05    5.600000000E+01    5.175180555E+04    4.930651007E+04    5.207131131E+04    7.017658880E+00    7.017653760E+00    7.017656320E+00    7.017653440E+00    6.732230400E+00    6.443486080E+00    6.671841920E+00    6.686137920E+00
    1.700436098E+03    1.882530030E+05    1.962801520E+05    2.509508577E-01    7.000000000E+00   -2.124136638E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.932000232E+04    5.164369909E+04    5.120593037E+04    5.355265185E+04    4.091695895E+04    4.237104515E+04    4.681011136E+04    4.871275586E+04    3.392360000E+05    2.120000000E+02    3.552190000E+05    2.480000000E+02    5.486896885E+04    5.260944626E+04    5.522832448E+04    3.372530000E+05    1.940000000E+02    3.527090000E+05    3.040000000E+02    5.556376084E+04    5.101776382E+04    5.593232096E+04    2.797890000E+05    1.720000000E+02    2.897320000E+05    3.000000000E+01    4.486940521E+04    4.271852414E+04    4.510928411E+04    3.203020000E+05    2.220000000E+02    3.333210000E+05    5.600000000E+01    5.153163413E+04    4.913358741E+04    5.184841455E+04    7.220661440E+00    7.220661440E+00    7.220661440E+00    7.220661440E+00    6.923268480E+00    6.629932160E+00    6.874672000E+00    6.884534080E+00
    1.702756163E+03    1.867250222E+05    1.947828580E+05    2.492022563E-01    7.000000000E+00   -2.112919195E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.887819906E+04    5.112141796E+04    5.090611499E+04    5.326153428E+04    4.044359498E+04    4.195311085E+04    4.649711316E+04    4.844679495E+04    3.429420000E+05    2.120000000E+02    3.586810000E+05    2.550000000E+02    5.421997159E+04    5.205838390E+04    5.457083557E+04    3.409130000E+05    1.860000000E+02    3.566870000E+05    3.010000000E+02    5.528775222E+04    5.067386037E+04    5.565264175E+04    2.816420000E+05    1.780000000E+02    2.921540000E+05    3.900000000E+01    4.439143647E+04    4.225346100E+04    4.462621189E+04    3.241020000E+05    2.230000000E+02    3.376920000E+05    4.900000000E+01    5.126342579E+04    4.888049246E+04    5.157690218E+04    7.354876800E+00    7.354876800E+00    7.354876800E+00    7.354876800E+00    7.061798400E+00    6.741088000E+00    7.000528320E+00    7.012989440E+00
    1.705105541E+03    1.849406693E+05    1.927183707E+05    2.475298414E-01    7.000000000E+00   -2.101169965E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.828892753E+04    5.050949983E+04    5.037495945E+04    5.259466426E+04    4.038553454E+04    4.176615515E+04    4.589124780E+04    4.784805146E+04    3.414800000E+05    2.100000000E+02    3.571830000E+05    2.960000000E+02    5.358809559E+04    5.139602391E+04    5.393079042E+04    3.412790000E+05    1.720000000E+02    3.563170000E+05    3.500000000E+02    5.457576674E+04    5.015214895E+04    5.493127334E+04    2.840050000E+05    1.720000000E+02    2.937140000E+05    5.300000000E+01    4.418896924E+04    4.209876610E+04    4.442159950E+04    3.227250000E+05    2.410000000E+02    3.364860000E+05    4.800000000E+01    5.062847724E+04    4.827110814E+04    5.093420144E+04    7.420360000E+00    7.420360000E+00    7.420360000E+00    7.420360000E+00    7.116756800E+00    6.818893440E+00    7.069576000E+00    7.074999680E+00
    1.707461928E+03    1.835855862E+05    1.911959201E+05    2.455519345E-01    7.000000000E+00   -2.085171674E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.795534148E+04    5.014645228E+04    5.007325932E+04    5.222432951E+04    3.985385091E+04    4.122937827E+04    4.570313449E+04    4.759576000E+04    3.486490000E+05    1.680000000E+02    3.645790000E+05    2.790000000E+02    5.316801264E+04    5.104234456E+04    5.350533023E+04    3.485460000E+05    1.910000000E+02    3.635190000E+05    3.650000000E+02    5.418517271E+04    4.980999804E+04    5.453558426E+04    2.876200000E+05    1.620000000E+02    2.975470000E+05    5.800000000E+01    4.365832281E+04    4.155766574E+04    4.388537790E+04    3.302240000E+05    2.530000000E+02    3.438990000E+05    4.300000000E+01    5.035722581E+04    4.802941732E+04    5.065966811E+04    7.621103680E+00    7.621100480E+00    7.621096960E+00    7.621100160E+00    7.316567040E+00    7.005641280E+00    7.254525440E+00    7.268868480E+00
    1.709847687E+03    1.819279658E+05    1.893854449E+05    2.434547971E-01    7.000000000E+00   -2.071947188E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.744933872E+04    4.956495821E+04    4.941209819E+04    5.157034982E+04    3.958993089E+04    4.092784030E+04    4.547659803E+04    4.732229653E+04    3.512690000E+05    2.230000000E+02    3.669310000E+05    2.910000000E+02    5.256393375E+04    5.046793029E+04    5.289359412E+04    3.502630000E+05    1.720000000E+02    3.655620000E+05    3.600000000E+02    5.350212485E+04    4.919247307E+04    5.384371573E+04    2.910560000E+05    1.840000000E+02    3.008920000E+05    5.200000000E+01    4.336146627E+04    4.129863967E+04    4.358543220E+04    3.347240000E+05    2.340000000E+02    3.483090000E+05    3.800000000E+01    5.001942320E+04    4.773350177E+04    5.031780337E+04    7.758848000E+00    7.758849600E+00    7.758851200E+00    7.758848320E+00    7.449526720E+00    7.134107200E+00    7.389901440E+00    7.404339200E+00
    1.712250933E+03    1.806998539E+05    1.882474903E+05    2.414222171E-01    7.000000000E+00   -2.058986801E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.718704090E+04    4.929321862E+04    4.923003228E+04    5.143162187E+04    3.927822213E+04    4.060372120E+04    4.500455864E+04    4.691892863E+04    3.519910000E+05    2.120000000E+02    3.677020000E+05    2.690000000E+02    5.226446610E+04    5.017401397E+04    5.259036335E+04    3.512710000E+05    1.780000000E+02    3.669800000E+05    3.690000000E+02    5.336485518E+04    4.901039768E+04    5.370468709E+04    2.909050000E+05    1.660000000E+02    3.007220000E+05    4.600000000E+01    4.301462269E+04    4.095422859E+04    4.323500630E+04    3.335900000E+05    2.480000000E+02    3.477800000E+05    4.500000000E+01    4.962884239E+04    4.732789908E+04    4.992256032E+04    7.818728640E+00    7.818728640E+00    7.818728640E+00    7.818728640E+00    7.506053120E+00    7.180820800E+00    7.444074560E+00    7.456466880E+00
    1.714668237E+03    1.791926109E+05    1.865546338E+05    2.392952584E-01    7.000000000E+00   -2.042192573E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.684696064E+04    4.891269144E+04    4.870522313E+04    5.083594007E+04    3.898289451E+04    4.033036362E+04    4.465753264E+04    4.647563864E+04    3.586550000E+05    2.260000000E+02    3.744700000E+05    3.150000000E+02    5.187913994E+04    4.985357453E+04    5.220022724E+04    3.566400000E+05    1.760000000E+02    3.722420000E+05    4.050000000E+02    5.276474587E+04    4.850119363E+04    5.309694185E+04    2.961900000E+05    1.860000000E+02    3.064280000E+05    5.900000000E+01    4.272405843E+04    4.070066474E+04    4.294146340E+04    3.396280000E+05    2.520000000E+02    3.534550000E+05    5.900000000E+01    4.915368386E+04    4.690625520E+04    4.944177989E+04    8.016255680E+00    8.016256320E+00    8.016257280E+00    8.016265600E+00    7.703291200E+00    7.368604160E+00    7.636850880E+00    7.649886400E+00
    1.717109542E+03    1.773210570E+05    1.846566284E+05    2.368314846E-01    7.000000000E+00   -2.021276547E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.629720038E+04    4.838858962E+04    4.823443421E+04    5.026585334E+04    3.861324596E+04    3.992591003E+04    4.417617641E+04    4.607627545E+04    3.619630000E+05    2.010000000E+02    3.783140000E+05    3.400000000E+02    5.137183330E+04    4.936595534E+04    5.168664305E+04    3.606270000E+05    1.900000000E+02    3.758150000E+05    4.280000000E+02    5.212307984E+04    4.790307374E+04    5.244720800E+04    2.997190000E+05    1.800000000E+02    3.099080000E+05    5.200000000E+01    4.227756210E+04    4.029108622E+04    4.249042971E+04    3.432310000E+05    2.530000000E+02    3.579940000E+05    5.300000000E+01    4.872438115E+04    4.651579168E+04    4.900744496E+04    8.185783040E+00    8.185779520E+00    8.185780800E+00    8.185779200E+00    7.866198080E+00    7.522920320E+00    7.801356480E+00    7.814792320E+00
    1.719568287E+03    1.761295522E+05    1.835046386E+05    2.347046144E-01    7.000000000E+00   -2.004908101E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.605524195E+04    4.817565366E+04    4.783907811E+04    4.986552090E+04    3.841222596E+04    3.978847528E+04    4.382300619E+04    4.567498880E+04    3.668500000E+05    2.240000000E+02    3.837400000E+05    3.750000000E+02    5.109110799E+04    4.913628585E+04    5.140247084E+04    3.641680000E+05    1.830000000E+02    3.795940000E+05    4.520000000E+02    5.168183318E+04    4.750454387E+04    5.200047152E+04    3.035300000E+05    1.730000000E+02    3.144050000E+05    6.400000000E+01    4.208404150E+04    4.010787612E+04    4.229495750E+04    3.466120000E+05    2.050000000E+02    3.612600000E+05    4.800000000E+01    4.825762691E+04    4.606892610E+04    4.853527023E+04    8.332803200E+00    8.332802880E+00    8.332802240E+00    8.332796800E+00    8.013935360E+00    7.659221440E+00    7.941466240E+00    7.954900800E+00
    1.722048984E+03    1.744831242E+05    1.815993805E+05    2.323643908E-01    7.000000000E+00   -1.988520283E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.549515388E+04    4.751528540E+04    4.742460297E+04    4.935701375E+04    3.801278422E+04    3.933785295E+04    4.355058315E+04    4.538922842E+04    3.665950000E+05    2.060000000E+02    3.828730000E+05    3.080000000E+02    5.037131586E+04    4.845507573E+04    5.067392820E+04    3.656710000E+05    1.940000000E+02    3.805710000E+05    4.250000000E+02    5.116341342E+04    4.710012549E+04    5.147566225E+04    3.038570000E+05    1.550000000E+02    3.144490000E+05    6.100000000E+01    4.164448807E+04    3.969892640E+04    4.185100493E+04    3.486140000E+05    2.430000000E+02    3.633320000E+05    5.300000000E+01    4.797388657E+04    4.583168417E+04    4.824826061E+04    8.426877760E+00    8.426877760E+00    8.426877760E+00    8.426877760E+00    8.106391680E+00    7.757740800E+00    8.033144320E+00    8.050827520E+00
    1.724546259E+03    1.733068976E+05    1.803205213E+05    2.298947197E-01    7.000000000E+00   -1.969686843E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.527468612E+04    4.731689486E+04    4.711307248E+04    4.901636845E+04    3.776495133E+04    3.904133490E+04    4.315418770E+04    4.494592312E+04    3.729570000E+05    2.020000000E+02    3.897800000E+05    3.130000000E+02    5.012073311E+04    4.818176053E+04    5.042032864E+04    3.716230000E+05    1.710000000E+02    3.866360000E+05    4.390000000E+02    5.076867912E+04    4.673611630E+04    5.107610665E+04    3.086860000E+05    1.830000000E+02    3.191190000E+05    7.000000000E+01    4.135461483E+04    3.940569550E+04    4.155825612E+04    3.533530000E+05    2.390000000E+02    3.680240000E+05    5.300000000E+01    4.753858922E+04    4.541088443E+04    4.780798567E+04    8.620378240E+00    8.620378240E+00    8.620378240E+00    8.620378240E+00    8.286740800E+00    7.935643200E+00    8.214041600E+00    8.234602240E+00
    1.727066005E+03    1.719931613E+05    1.789272756E+05    2.273977888E-01    7.000000000E+00   -1.956161801E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.491786086E+04    4.689503480E+04    4.667921761E+04    4.850148535E+04    3.745538947E+04    3.876560327E+04    4.294069338E+04    4.476515220E+04    3.775540000E+05    2.380000000E+02    3.941730000E+05    2.760000000E+02    4.964910506E+04    4.774795593E+04    4.994306395E+04    3.755050000E+05    1.930000000E+02    3.901640000E+05    4.760000000E+02    5.023719301E+04    4.624144754E+04    5.053818873E+04    3.126300000E+05    1.650000000E+02    3.235660000E+05    6.300000000E+01    4.102402407E+04    3.913725671E+04    4.122441067E+04    3.589730000E+05    2.190000000E+02    3.742250000E+05    5.200000000E+01    4.732742865E+04    4.525519354E+04    4.759442704E+04    8.791852800E+00    8.791852800E+00    8.791852800E+00    8.791852800E+00    8.455269760E+00    8.092688000E+00    8.387757440E+00    8.406805760E+00
    1.729595916E+03    1.701974275E+05    1.770264505E+05    2.245779524E-01    7.000000000E+00   -1.943077575E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.426665608E+04    4.622384963E+04    4.651460770E+04    4.824597758E+04    3.703141346E+04    3.833852777E+04    4.238475027E+04    4.421809549E+04    3.790000000E+05    1.950000000E+02    3.957570000E+05    2.510000000E+02    4.889865761E+04    4.705095658E+04    4.918375886E+04    3.811180000E+05    1.700000000E+02    3.953040000E+05    4.660000000E+02    4.986160830E+04    4.591931749E+04    5.015810023E+04    3.146120000E+05    1.320000000E+02    3.257170000E+05    8.100000000E+01    4.055566005E+04    3.868411237E+04    4.075148079E+04    3.605840000E+05    2.180000000E+02    3.761810000E+05    5.000000000E+01    4.670907421E+04    4.464711739E+04    4.696911243E+04    8.949849920E+00    8.949849920E+00    8.949849920E+00    8.949849920E+00    8.611560960E+00    8.242013120E+00    8.536849280E+00    8.554994240E+00
    1.732150913E+03    1.686342479E+05    1.752308658E+05    2.220067704E-01    7.000000000E+00   -1.927245050E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.401056829E+04    4.588014346E+04    4.583640209E+04    4.749055007E+04    3.670733614E+04    3.800238083E+04    4.207994133E+04    4.385779144E+04    3.835910000E+05    1.910000000E+02    3.998860000E+05    2.700000000E+02    4.853813615E+04    4.670314217E+04    4.881903073E+04    3.821760000E+05    1.770000000E+02    3.959680000E+05    4.330000000E+02    4.910650279E+04    4.520362474E+04    4.939404358E+04    3.177130000E+05    1.830000000E+02    3.289220000E+05    7.000000000E+01    4.020878450E+04    3.838155759E+04    4.040125786E+04    3.645500000E+05    2.310000000E+02    3.799520000E+05    5.900000000E+01    4.634499760E+04    4.431214743E+04    4.660098114E+04    9.110757440E+00    9.110751680E+00    9.110755840E+00    9.110752320E+00    8.766307520E+00    8.386761920E+00    8.696532800E+00    8.711009600E+00
    1.734730114E+03    1.662506608E+05    1.727358773E+05    2.191554083E-01    7.000000000E+00   -1.904034680E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.335303366E+04    4.520159619E+04    4.512905157E+04    4.675590176E+04    3.623072046E+04    3.749003037E+04    4.153785513E+04    4.328834897E+04    3.827180000E+05    1.930000000E+02    3.990370000E+05    2.780000000E+02    4.780939526E+04    4.603991480E+04    4.808188295E+04    3.812050000E+05    1.870000000E+02    3.949470000E+05    3.920000000E+02    4.827725074E+04    4.448682248E+04    4.855512089E+04    3.175090000E+05    1.760000000E+02    3.285450000E+05    5.300000000E+01    3.967407888E+04    3.789008083E+04    3.986144924E+04    3.642910000E+05    2.450000000E+02    3.796430000E+05    5.200000000E+01    4.572818547E+04    4.373625304E+04    4.597737295E+04    9.219478400E+00    9.219471680E+00    9.219484160E+00    9.219491200E+00    8.878205760E+00    8.495623360E+00    8.805125440E+00    8.818055360E+00
    1.737325732E+03    1.675585913E+05    1.740822543E+05    2.199705755E-01    7.000000000E+00   -1.914280410E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.386479471E+04    4.572186369E+04    4.546918185E+04    4.705245494E+04    3.639354797E+04    3.769619905E+04    4.183106675E+04    4.361173658E+04    3.953590000E+05    2.240000000E+02    4.120970000E+05    2.580000000E+02    4.835912595E+04    4.654263813E+04    4.863794350E+04    3.921220000E+05    2.020000000E+02    4.057760000E+05    4.080000000E+02    4.859214841E+04    4.474858388E+04    4.887367122E+04    3.256740000E+05    1.970000000E+02    3.373310000E+05    7.900000000E+01    3.987409424E+04    3.806329524E+04    4.006336538E+04    3.748580000E+05    2.580000000E+02    3.908150000E+05    6.500000000E+01    4.608261034E+04    4.408428057E+04    4.633569162E+04    9.418890240E+00    9.418890240E+00    9.418890240E+00    9.418890240E+00    9.065348480E+00    8.673786240E+00    8.991271040E+00    9.010630080E+00
    1.739930023E+03    1.634439838E+05    1.697101666E+05    2.140073601E-01    7.000000000E+00   -1.859770928E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.272472371E+04    4.447518643E+04    4.439926659E+04    4.590604649E+04    3.554424912E+04    3.680784703E+04    4.077574436E+04    4.252108662E+04    3.931100000E+05    2.180000000E+02    4.092160000E+05    2.260000000E+02    4.698372474E+04    4.522798304E+04    4.724684298E+04    3.911360000E+05    1.490000000E+02    4.044100000E+05    3.660000000E+02    4.735865268E+04    4.365111046E+04    4.762600499E+04    3.245570000E+05    1.700000000E+02    3.360950000E+05    6.200000000E+01    3.892982367E+04    3.715444219E+04    3.911020608E+04    3.732410000E+05    2.380000000E+02    3.892170000E+05    4.200000000E+01    4.490398440E+04    4.299211862E+04    4.514423466E+04    9.611704320E+00    9.611714240E+00    9.611717440E+00    9.611715200E+00    9.252428160E+00    8.859534080E+00    9.173373760E+00    9.202497920E+00
    1.742562651E+03    1.611475367E+05    1.673011373E+05    2.112233672E-01    7.000000000E+00   -1.833425759E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766219328E-02    7.000000000E+00    4.197166444E+04    4.367312761E+04    4.383661832E+04    4.529100772E+04    3.504809525E+04    3.631250013E+04    4.029115867E+04    4.202450180E+04    3.935530000E+05    2.080000000E+02    4.095070000E+05    2.330000000E+02    4.613335951E+04    4.445184292E+04    4.638700083E+04    3.933690000E+05    1.820000000E+02    4.064200000E+05    3.660000000E+02    4.671045015E+04    4.307593843E+04    4.697050376E+04    3.261700000E+05    1.830000000E+02    3.379370000E+05    8.700000000E+01    3.839156922E+04    3.668104342E+04    3.856698118E+04    3.754030000E+05    2.610000000E+02    3.915530000E+05    5.200000000E+01    4.437425368E+04    4.247715616E+04    4.460884665E+04    9.784836160E+00    9.784836160E+00    9.784836160E+00    9.784835840E+00    9.428136960E+00    9.023424640E+00    9.348799360E+00    9.366304000E+00
    1.745210720E+03    1.588659433E+05    1.649170755E+05    2.083070878E-01    7.000000000E+00   -1.809761196E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.155437944E+04    4.326037766E+04    4.306277100E+04    4.447160555E+04    3.457678704E+04    3.579609778E+04    3.967200586E+04    4.138899446E+04    3.967400000E+05    1.940000000E+02    4.130280000E+05    2.300000000E+02    4.568866134E+04    4.403151065E+04    4.593741649E+04    3.936320000E+05    1.840000000E+02    4.065100000E+05    3.600000000E+02    4.585608718E+04    4.231162948E+04    4.610667632E+04    3.277010000E+05    1.830000000E+02    3.392570000E+05    5.800000000E+01    3.788329808E+04    3.620778282E+04    3.805408065E+04    3.764360000E+05    2.350000000E+02    3.927280000E+05    5.700000000E+01    4.372106375E+04    4.186601036E+04    4.394877448E+04    9.960752960E+00    9.960760320E+00    9.960759040E+00    9.960753280E+00    9.599592320E+00    9.190756160E+00    9.520301760E+00    9.538108800E+00
